backup	backup	raw	*	
ST258	panacota	snippy	KLPN_ST258-17323	6.33399e-06
ST307	panacota	raw	KLPN_ST307-4610	8.20782e-05
ST258	roarydefault	snippy	group_6308	4.05903e-06
ST307	panacota	snippy	KLPN_ST307-4633	1.23769e-05
ST258	panaroo	raw	group_3814	1.1237e-05
ST307	panaroo	snippy	group_6746	0
ST307	roarydefault	raw	oprM_3	1.2164e-05
ST307	panaroodefault	raw	group_6712	0
ST307	roarydefault	snippy	opd	0
ST258	roarydefault	raw	group_7346	0.000103256
ST307	panaroo	raw	group_6863	1.46248e-05
ST307	panaroodefault	snippy	group_6631	4.04698e-06
ST258	panacota	raw	KLPN_ST258-17655	1.07643e-05
ST258	panaroodefault	raw	group_3459	3.73622e-05
ST258	panaroodefault	snippy	group_3520	3.51786e-05
ST258	panaroo	snippy	group_3690	3.4616e-05
ST307	panacota	raw	KLPN_ST307-4611	1.02281e-05
ST307	panacota	snippy	KLPN_ST307-4634	0
ST307	roarydefault	raw	opuE	0
ST307	panaroodefault	raw	group_6714	0
ST307	roarydefault	snippy	opgE	0
ST307	panaroo	snippy	group_6747	4.35657e-06
ST258	roarydefault	snippy	group_6399	0
ST307	panaroodefault	snippy	group_6632	0
ST307	panaroo	raw	group_6864	1.4171e-05
ST258	panacota	snippy	KLPN_ST258-17324	2.38134e-05
ST258	panaroo	raw	group_3815	1.4053e-05
ST307	panacota	raw	KLPN_ST307-4612	6.28041e-06
ST307	panacota	snippy	KLPN_ST307-4635	2.25248e-05
ST258	roarydefault	raw	group_7353	2.08836e-05
ST258	panacota	raw	KLPN_ST258-17656	6.83758e-06
ST307	panaroodefault	raw	group_6715	4.15741e-06
ST258	panaroodefault	snippy	group_3531	2.74255e-06
ST258	panaroodefault	raw	group_3460	2.40307e-05
ST258	panaroo	snippy	group_3691	2.39239e-05
ST307	roarydefault	raw	oqxB19	6.03394e-06
ST307	panaroodefault	snippy	group_6633	1.21451e-05
ST307	panaroo	raw	group_6865	0
ST307	panaroo	snippy	group_6754	0
ST307	roarydefault	snippy	oppA_1	2.50637e-06
ST307	panacota	raw	KLPN_ST307-4613	3.19803e-05
ST307	panacota	snippy	KLPN_ST307-4636	1.01395e-05
ST307	panaroodefault	raw	group_6716	0
ST258	roarydefault	snippy	group_6401	9.6387e-07
ST258	panaroo	raw	group_3823	2.81736e-06
ST307	panaroo	raw	group_6866	2.82929e-05
ST307	panaroodefault	snippy	group_6635	4.03437e-06
ST307	roarydefault	raw	orn	3.79192e-06
ST258	panacota	snippy	KLPN_ST258-17325	1.15857e-05
ST258	roarydefault	raw	group_7364	0.000256181
ST307	roarydefault	snippy	oppA_2	1.24732e-06
ST307	panaroo	snippy	group_6755	4.21602e-06
ST258	panacota	raw	KLPN_ST258-17657	1.96792e-05
ST307	panacota	raw	KLPN_ST307-4614	0
ST258	panaroo	snippy	group_3692	1.06818e-05
ST258	panaroodefault	raw	group_3461	1.06903e-05
ST307	panacota	snippy	KLPN_ST307-4637	8.09398e-06
ST307	panaroo	raw	group_6867	0
ST307	panaroodefault	raw	group_6717	0
ST258	panaroodefault	snippy	group_3532	0.00289081
ST307	roarydefault	raw	ortT	0
ST307	panaroodefault	snippy	group_6646	2.80227e-06
ST307	roarydefault	snippy	oppB	1.98829e-05
ST307	panaroo	snippy	group_6756	0
ST258	roarydefault	snippy	group_6408	1.25735e-05
ST258	panaroo	raw	group_3824	0
ST307	panacota	raw	KLPN_ST307-4615	2.06497e-06
ST258	roarydefault	raw	group_7367	3.40425e-06
ST307	panaroodefault	raw	group_671	1.44379e-06
ST307	panacota	snippy	KLPN_ST307-4639	1.52092e-06
ST307	panaroo	raw	group_6870	2.07661e-06
ST307	roarydefault	raw	osmB	0
ST258	panacota	snippy	KLPN_ST258-17326	0
ST307	panaroodefault	snippy	group_6649	4.06671e-06
ST307	roarydefault	snippy	oppC	3.80671e-05
ST307	panaroo	snippy	group_6757	0
ST258	panaroo	snippy	group_3693	8.01875e-06
ST258	panaroodefault	raw	group_3462	8.03589e-06
ST258	panaroodefault	snippy	group_3533	0
ST258	panacota	raw	KLPN_ST258-17658	0.00283961
ST307	panacota	raw	KLPN_ST307-4617	1.0701e-05
ST307	panaroodefault	raw	group_6731	0
ST307	roarydefault	raw	osmC	5.69127e-05
ST307	panaroo	raw	group_687	7.47016e-05
ST307	roarydefault	snippy	oppD_1	4.04346e-06
ST307	panacota	snippy	KLPN_ST307-4640	7.17448e-06
ST307	panaroo	snippy	group_6768	8.58199e-06
ST258	roarydefault	snippy	group_6412	3.23479e-05
ST258	panaroo	raw	group_3825	2.81736e-06
ST307	panaroodefault	snippy	group_6650	2.41213e-05
ST258	roarydefault	raw	group_7381	3.37282e-06
ST307	panacota	raw	KLPN_ST307-4619	8.11918e-06
ST258	panacota	snippy	KLPN_ST258-17327	0.000196661
ST307	roarydefault	raw	osmE	1.8322e-05
ST258	panaroodefault	raw	group_3463	2.67578e-06
ST307	panaroo	raw	group_6881	2.85767e-05
ST258	panaroodefault	snippy	group_3534	1.09505e-05
ST307	panaroodefault	raw	group_6732	8.24719e-05
ST307	roarydefault	snippy	oppD_2	0
ST258	panaroo	snippy	group_3694	2.67365e-06
ST307	panacota	snippy	KLPN_ST307-4641	7.13226e-06
ST307	panaroo	snippy	group_6769	0.000497508
ST258	panacota	raw	KLPN_ST258-17659	9.92153e-06
ST307	panaroodefault	snippy	group_6651	0
ST258	roarydefault	snippy	group_6426	4.51861e-05
ST307	roarydefault	raw	osmY_1	0
ST307	panacota	raw	KLPN_ST307-4620	1.88864e-05
ST307	panaroodefault	raw	group_6733	4.18694e-06
ST307	panaroo	raw	group_6882	0
ST307	roarydefault	snippy	oppF_1	1.04209e-05
ST307	panacota	snippy	KLPN_ST307-4642	0
ST258	roarydefault	raw	group_7418	4.75682e-06
ST307	panaroo	snippy	group_676	1.60753e-05
ST258	panaroo	raw	group_3826	0.00067559
ST307	panaroodefault	snippy	group_6652	0
ST258	panacota	snippy	KLPN_ST258-17328	9.7055e-06
ST258	panaroodefault	snippy	group_3535	0
ST258	panaroodefault	raw	group_3466	0.000291035
ST258	panaroo	snippy	group_3695	8.00384e-06
ST307	roarydefault	raw	osmY	0
ST258	panacota	raw	KLPN_ST258-17660	7.22607e-05
ST307	panacota	raw	KLPN_ST307-4622	0
ST307	panaroodefault	raw	group_6734	1.67304e-05
ST307	panaroo	raw	group_6883	0
ST307	roarydefault	snippy	oppF_2	4.05614e-06
ST307	panacota	snippy	KLPN_ST307-4643	0
ST307	panaroo	snippy	group_6770	3.16901e-05
ST307	panaroodefault	snippy	group_6653	0.000196995
ST258	roarydefault	snippy	group_6427	3.10283e-05
ST307	roarydefault	raw	otnC	5.99696e-05
ST258	roarydefault	raw	group_7420	6.35939e-06
ST307	panaroodefault	raw	group_6735	1.67301e-05
ST307	panaroo	raw	group_6884	4.75952e-06
ST307	panaroo	snippy	group_6771	4.55622e-06
ST258	panaroodefault	snippy	group_3536	2.74255e-06
ST307	panacota	raw	KLPN_ST307-4631	1.04685e-05
ST258	panacota	snippy	KLPN_ST258-17329	2.21513e-06
ST258	panaroodefault	raw	group_3467	8.02947e-06
ST307	panacota	snippy	KLPN_ST307-4644	0
ST258	panaroo	raw	group_3827	1.96765e-05
ST307	roarydefault	snippy	oprB	5.28798e-05
ST307	panaroodefault	snippy	group_6654	0
ST258	panaroo	snippy	group_3696	0.00029057
ST258	panacota	raw	KLPN_ST258-17661	0.000695384
ST307	roarydefault	raw	otnI	0.000734188
ST307	panaroo	raw	group_6885	6.15262e-05
ST307	panaroodefault	raw	group_6736	8.39124e-06
ST307	panaroo	snippy	group_6772	1.35551e-05
ST307	roarydefault	snippy	oprM_1	1.03265e-05
ST307	panacota	raw	KLPN_ST307-4632	1.25251e-06
ST307	panacota	snippy	KLPN_ST307-4650	2.1344e-06
ST258	roarydefault	snippy	group_6454	3.18978e-06
ST258	roarydefault	raw	group_7422	2.23131e-05
ST307	panaroodefault	snippy	group_6672	8.53225e-05
ST307	roarydefault	raw	otnK	2.27022e-05
ST258	panacota	snippy	KLPN_ST258-17333	2.23651e-05
ST307	panaroo	raw	group_6886	0
ST258	panaroodefault	snippy	group_3542	1.10117e-05
ST258	panaroodefault	raw	group_3481	1.34207e-05
ST258	panaroo	raw	group_3828	1.40823e-05
ST307	panaroo	snippy	group_6773	0
ST307	panaroodefault	raw	group_6746	0
ST258	panaroo	snippy	group_369	6.90327e-05
ST307	roarydefault	snippy	oprM_2	5.62904e-06
ST307	panacota	snippy	KLPN_ST307-4651	0.000384601
ST307	panacota	raw	KLPN_ST307-4633	1.24283e-05
ST258	panacota	raw	KLPN_ST258-17662	2.07864e-05
ST307	panaroodefault	snippy	group_6673	8.18184e-06
ST307	panaroo	snippy	group_6774	0
ST307	roarydefault	raw	otsA	3.1917e-05
ST258	roarydefault	snippy	group_6456	5.32271e-06
ST307	panaroo	raw	group_6887	4.76939e-06
ST307	panaroodefault	raw	group_6747	4.20811e-06
ST307	panacota	snippy	KLPN_ST307-4652	0
ST307	roarydefault	snippy	oprM_3	0
ST258	roarydefault	raw	group_7425	4.27178e-05
ST307	panacota	raw	KLPN_ST307-4634	0
ST258	panacota	snippy	KLPN_ST258-17334	1.98067e-05
ST258	panaroo	snippy	group_3710	1.34014e-05
ST258	panaroo	raw	group_382	6.31977e-05
ST307	panaroodefault	snippy	group_6674	0
ST258	panaroodefault	snippy	group_3543	5.50473e-06
ST258	panaroodefault	raw	group_3482	2.14626e-05
ST307	panaroo	raw	group_6888	0
ST307	panaroo	snippy	group_6775	0
ST307	roarydefault	raw	otsB	2.6268e-06
ST307	panaroodefault	raw	group_6748	8.40749e-06
ST307	roarydefault	snippy	opuE	0
ST307	panacota	snippy	KLPN_ST307-4654	1.60753e-05
ST258	panacota	raw	KLPN_ST258-17663	0.000291413
ST307	panacota	raw	KLPN_ST307-4635	2.276e-05
ST307	panaroodefault	snippy	group_6675	0
ST258	roarydefault	raw	group_7445	6.45173e-06
ST307	panaroo	raw	group_6889	3.32475e-05
ST307	panaroo	snippy	group_6778	0.000138607
ST258	roarydefault	snippy	group_6478	1.9332e-06
ST307	panaroodefault	raw	group_6749	4.22122e-06
ST307	roarydefault	raw	outC	0
ST258	panaroo	raw	group_3840	5.66469e-06
ST258	panaroo	snippy	group_3711	2.13941e-05
ST307	panacota	snippy	KLPN_ST307-4655	0
ST258	panacota	snippy	KLPN_ST258-17335	2.48561e-05
ST307	roarydefault	snippy	oqxB19	5.21397e-06
ST258	panaroodefault	snippy	group_3544	1.91583e-05
ST307	panaroodefault	snippy	group_6676	4.09092e-06
ST258	panaroodefault	raw	group_3483	1.07443e-05
ST307	panacota	raw	KLPN_ST307-4636	1.02136e-05
ST307	panaroo	snippy	group_677	0
ST258	panacota	raw	KLPN_ST258-17666	1.95258e-05
ST307	roarydefault	raw	outN	1.10634e-05
ST307	panaroo	raw	group_688	1.21862e-05
ST307	panaroodefault	raw	group_6750	6.2391e-05
ST307	panacota	snippy	KLPN_ST307-4656	1.19172e-05
ST307	roarydefault	snippy	orn	3.78407e-06
ST258	roarydefault	raw	group_7453	0.0029023
ST307	panaroodefault	snippy	group_6677	4.07816e-06
ST258	panaroo	raw	group_3841	1.13294e-05
ST258	roarydefault	snippy	group_64	3.55777e-06
ST307	panacota	raw	KLPN_ST307-4637	8.11918e-06
ST307	panaroo	snippy	group_6788	1.41902e-05
ST258	panaroodefault	raw	group_3484	5.65882e-06
ST307	roarydefault	raw	outO	5.16952e-06
ST258	panaroodefault	snippy	group_3556	5.53782e-06
ST258	panacota	snippy	KLPN_ST258-17336	1.46937e-05
ST258	panaroo	snippy	group_3712	1.07228e-05
ST307	panaroo	raw	group_6890	0
ST307	panaroodefault	raw	group_6751	4.20811e-06
ST307	panacota	snippy	KLPN_ST307-4657	5.72938e-06
ST307	roarydefault	snippy	ortT	0
ST307	panaroodefault	snippy	group_6678	4.40135e-05
ST307	panacota	raw	KLPN_ST307-4639	1.53521e-06
ST307	panaroo	snippy	group_6795	4.53419e-06
ST307	roarydefault	raw	oxyR_1	7.04946e-06
ST258	panacota	raw	KLPN_ST258-17667	8.4622e-06
ST307	panaroodefault	raw	group_6752	0
ST307	panaroo	raw	group_689	7.25323e-06
ST307	panacota	snippy	KLPN_ST307-4658	0
ST258	panaroo	raw	group_3842	1.41345e-05
ST307	roarydefault	snippy	osmB	0
ST258	roarydefault	snippy	group_6517	1.57248e-06
ST258	roarydefault	raw	group_7454	0.00273581
ST258	panaroo	snippy	group_3713	2.72745e-06
ST258	panaroodefault	snippy	group_3557	5.52896e-06
ST307	panaroodefault	snippy	group_6689	0
ST258	panacota	snippy	KLPN_ST258-17337	2.89943e-05
ST258	panaroodefault	raw	group_3485	0.000761398
ST307	panacota	raw	KLPN_ST307-4640	7.81023e-06
ST307	panaroo	snippy	group_6796	4.57229e-06
ST307	panaroo	raw	group_68	1.49858e-06
ST307	roarydefault	raw	oxyR_3	6.40106e-05
ST307	panaroodefault	raw	group_6775	0
ST307	roarydefault	snippy	osmC	5.63796e-05
ST307	panacota	snippy	KLPN_ST307-4659	1.59038e-06
ST258	panacota	raw	KLPN_ST258-17668	2.35043e-05
ST307	panaroodefault	snippy	group_6690	0
ST307	panaroo	raw	group_6904	4.24328e-05
ST307	roarydefault	raw	oxyR_4	9.01659e-06
ST307	panaroo	snippy	group_6797	9.02037e-06
ST258	panaroo	raw	group_3847	8.49251e-06
ST258	panaroodefault	snippy	group_3558	2.7534e-06
ST258	roarydefault	snippy	group_6519	0.000259666
ST307	panacota	raw	KLPN_ST307-4641	7.21741e-06
ST258	roarydefault	raw	group_7464	0.000516195
ST307	panaroodefault	raw	group_6777	4.23393e-06
ST258	panaroo	snippy	group_3714	0.000757497
ST307	panacota	snippy	KLPN_ST307-4660	0
ST258	panacota	snippy	KLPN_ST258-17338	5.38817e-06
ST258	panaroodefault	raw	group_3494	2.70295e-06
ST307	roarydefault	snippy	osmE	1.82082e-05
ST307	panaroodefault	snippy	group_6691	4.10258e-06
ST307	roarydefault	raw	oxyR_5	0
ST307	panaroo	raw	group_690	5.8631e-06
ST307	panacota	raw	KLPN_ST307-4642	0
ST307	panaroo	snippy	group_6798	0
ST307	panaroodefault	raw	group_6778	0
ST258	panacota	raw	KLPN_ST258-17669	2.64999e-05
ST307	panacota	snippy	KLPN_ST307-4661	2.95006e-06
ST307	roarydefault	snippy	osmY_1	0
ST258	roarydefault	snippy	group_6548	8.39975e-06
ST258	roarydefault	raw	group_7472	0.000103231
ST258	panaroodefault	snippy	group_3567	0
ST307	panaroodefault	snippy	group_6692	4.45856e-05
ST258	panaroo	raw	group_3849	3.12677e-05
ST307	panaroo	raw	group_6913	1.23598e-05
ST258	panaroo	snippy	group_3723	2.7008e-06
ST307	panaroo	snippy	group_6799	4.57229e-06
ST307	roarydefault	raw	paaA	0.00037152
ST307	panacota	raw	KLPN_ST307-4643	0
ST258	panaroodefault	raw	group_3495	2.96763e-05
ST307	panaroodefault	raw	group_6779	0
ST258	panacota	snippy	KLPN_ST258-17339	7.3684e-06
ST307	panacota	snippy	KLPN_ST307-4662	2.22631e-05
ST307	roarydefault	snippy	osmY	0
ST258	panacota	raw	KLPN_ST258-17670	1.45719e-06
ST307	panaroodefault	snippy	group_6696	1.96876e-05
ST307	panaroo	snippy	group_679	8.17985e-06
ST307	panaroo	raw	group_6914	6.1647e-05
ST307	panacota	raw	KLPN_ST307-4644	0
ST258	roarydefault	raw	group_7501	2.68085e-06
ST307	roarydefault	raw	paaB	1.43926e-05
ST258	panaroodefault	snippy	group_3580	5.59836e-06
ST258	panaroo	raw	group_3850	2.84749e-06
ST258	roarydefault	snippy	group_6567	6.36227e-06
ST307	panaroodefault	raw	group_677	0
ST258	panaroo	snippy	group_3724	2.95166e-05
ST307	panacota	snippy	KLPN_ST307-4663	1.73216e-05
ST258	panaroodefault	raw	group_3496	0
ST307	roarydefault	snippy	otnC	0
ST307	panaroo	raw	group_6915	4.82252e-06
ST307	panaroo	snippy	group_67	2.22322e-05
ST258	panacota	snippy	KLPN_ST258-17340	1.3209e-05
ST307	panaroodefault	raw	group_6781	0
ST307	panaroodefault	snippy	group_6711	0
ST307	panacota	raw	KLPN_ST307-4650	2.14772e-06
ST307	roarydefault	raw	paaC	1.35965e-05
ST307	roarydefault	snippy	otnI	1.04782e-05
ST258	panaroo	raw	group_3851	1.71396e-05
ST258	roarydefault	snippy	group_6576	2.79126e-05
ST258	panacota	raw	KLPN_ST258-17672	1.47744e-05
ST307	panacota	snippy	KLPN_ST307-4664	1.93808e-05
ST307	panaroo	raw	group_6916	1.44373e-05
ST258	roarydefault	raw	group_7503	8.36432e-06
ST307	panaroo	snippy	group_680	2.98228e-06
ST258	panaroodefault	snippy	group_3581	0
ST307	panaroodefault	raw	group_6794	0.000174074
ST307	roarydefault	raw	paaD	0
ST307	panaroodefault	snippy	group_6712	0
ST258	panaroo	snippy	group_3725	0
ST307	panacota	raw	KLPN_ST307-4651	0.000386786
ST258	panaroodefault	raw	group_3497	2.42617e-05
ST307	roarydefault	snippy	otnK	1.60491e-06
ST307	panaroo	snippy	group_6811	9.06693e-06
ST258	panacota	snippy	KLPN_ST258-17341	4.53761e-06
ST307	panacota	snippy	KLPN_ST307-4665	8.08355e-05
ST307	panaroo	raw	group_6917	0.000386786
ST307	panaroodefault	raw	group_6795	0
ST307	roarydefault	raw	paaE	1.93312e-06
ST258	panaroo	raw	group_3852	0
ST307	panaroodefault	snippy	group_6714	0
ST307	panacota	raw	KLPN_ST307-4652	0
ST258	roarydefault	raw	group_7528	0.000130663
ST258	roarydefault	snippy	group_6586	7.72888e-06
ST258	panacota	raw	KLPN_ST258-17676	2.2773e-05
ST307	roarydefault	snippy	otsA	1.42057e-05
ST307	panaroo	snippy	group_6812	0
ST307	panaroo	raw	group_6918	5.69127e-05
ST307	panacota	snippy	KLPN_ST307-4666	4.28653e-06
ST258	panaroodefault	snippy	group_3582	1.11741e-05
ST258	panaroodefault	raw	group_3498	8.11101e-06
ST307	roarydefault	raw	paaF	2.95813e-05
ST307	panaroodefault	raw	group_6796	7.67297e-05
ST258	panaroo	snippy	group_3726	1.61443e-05
ST307	panaroodefault	snippy	group_6715	4.1488e-06
ST307	panacota	raw	KLPN_ST307-4654	2.66272e-05
ST307	roarydefault	snippy	otsB	0
ST258	panacota	snippy	KLPN_ST258-17342	0
ST258	panaroo	raw	group_3865	0
ST307	panacota	snippy	KLPN_ST307-4668	0
ST258	panacota	raw	KLPN_ST258-17677	3.50069e-05
ST307	panaroo	snippy	group_6813	0
ST307	panaroo	raw	group_6919	4.8175e-06
ST307	roarydefault	raw	paaG	2.09871e-05
ST258	roarydefault	snippy	group_6590	2.18228e-06
ST307	panaroodefault	raw	group_6797	4.26006e-06
ST258	roarydefault	raw	group_7531	7.33035e-06
ST307	panacota	raw	KLPN_ST307-4655	3.68234e-06
ST307	panaroodefault	snippy	group_6716	0
ST307	roarydefault	snippy	outC	0
ST258	panaroodefault	snippy	group_3583	1.39586e-05
ST258	panaroodefault	raw	group_3499	0.000282086
ST307	panacota	snippy	KLPN_ST307-4671	0
ST307	panaroo	snippy	group_6814	4.58381e-06
ST307	panaroo	raw	group_691	8.29449e-06
ST258	panaroo	snippy	group_3727	8.08512e-06
ST307	roarydefault	raw	paaH	2.0148e-05
ST307	panaroodefault	raw	group_6798	0
ST307	panaroodefault	snippy	group_6717	0
ST307	roarydefault	snippy	outN	0
ST258	panacota	snippy	KLPN_ST258-17343	3.28429e-06
ST307	panacota	raw	KLPN_ST307-4656	1.19607e-05
ST258	panaroo	raw	group_3866	2.00304e-05
ST258	roarydefault	snippy	group_6613	3.31448e-05
ST258	panacota	raw	KLPN_ST258-17678	0.0031157
ST258	roarydefault	raw	group_7550	0
ST307	panaroo	snippy	group_6815	1.38377e-05
ST307	panacota	snippy	KLPN_ST307-4672	2.32789e-06
ST307	panaroo	raw	group_6920	1.91404e-05
ST307	roarydefault	raw	paaI	4.89455e-06
ST258	panaroodefault	raw	group_3508	1.0867e-05
ST307	panaroodefault	raw	group_6799	0
ST258	panaroodefault	snippy	group_3591	2.81511e-06
ST307	panaroodefault	snippy	group_671	1.42735e-06
ST307	roarydefault	snippy	outO	2.57406e-06
ST307	panacota	raw	KLPN_ST307-4657	5.79541e-06
ST258	panaroo	snippy	group_3728	0.000280772
ST307	panaroo	snippy	group_6816	4.62217e-06
ST307	panacota	snippy	KLPN_ST307-4673	6.60475e-06
ST307	roarydefault	raw	paaJ	1.54112e-05
ST307	panaroo	raw	group_6924	2.89971e-06
ST258	panaroo	raw	group_3877	5.90753e-06
ST258	panacota	raw	KLPN_ST258-17679	0.000230314
ST307	panaroodefault	raw	group_6800	0
ST307	panaroodefault	snippy	group_6731	0
ST258	roarydefault	snippy	group_6618	6.61945e-05
ST307	panacota	raw	KLPN_ST307-4658	0
ST258	roarydefault	raw	group_7556	1.01011e-05
ST307	roarydefault	snippy	oxyR_1	6.94983e-06
ST258	panacota	snippy	KLPN_ST258-17344	7.67295e-06
ST307	panaroo	raw	group_6927	8.69005e-06
ST307	panaroo	snippy	group_681	0
ST307	panacota	snippy	KLPN_ST307-4674	4.40135e-05
ST258	panaroodefault	snippy	group_3592	0
ST307	roarydefault	raw	paaK	3.14247e-06
ST258	panaroodefault	raw	group_350	0.000143657
ST258	panaroo	snippy	group_372	6.21508e-06
ST307	panaroodefault	raw	group_6802	2.13446e-05
ST307	panaroodefault	snippy	group_6732	7.64084e-05
ST258	panaroo	raw	group_3878	0
ST307	roarydefault	snippy	oxyR_3	6.37496e-05
ST307	panacota	raw	KLPN_ST307-4659	1.6087e-06
ST307	panaroo	snippy	group_6824	4.15746e-05
ST307	panaroo	raw	group_692	3.05367e-06
ST258	panacota	raw	KLPN_ST258-17680	3.32989e-05
ST307	panacota	snippy	KLPN_ST307-4675	0
ST258	roarydefault	snippy	group_6624	1.06654e-05
ST307	roarydefault	raw	paaX	1.54722e-05
ST307	panaroodefault	raw	group_6819	1.28507e-05
ST307	panaroodefault	snippy	group_6733	4.17395e-06
ST258	roarydefault	raw	group_7579	6.97571e-06
ST258	panaroodefault	raw	group_3515	2.73504e-06
ST258	panaroodefault	snippy	group_3593	2.81511e-06
ST258	panacota	snippy	KLPN_ST258-17345	2.36469e-06
ST258	panaroo	snippy	group_3739	8.1372e-06
ST307	roarydefault	snippy	oxyR_4	6.74962e-06
ST307	panacota	raw	KLPN_ST307-4660	0
ST307	panaroo	raw	group_6931	2.90271e-06
ST307	panaroo	snippy	group_6825	0
ST307	roarydefault	raw	paaZ	0.000110678
ST258	panaroo	raw	group_3879	2.87827e-06
ST307	panacota	snippy	KLPN_ST307-4683	0
ST307	panaroodefault	raw	group_6820	0.000101744
ST258	roarydefault	snippy	group_6631	1.41469e-05
ST258	panacota	raw	KLPN_ST258-17681	0
ST307	panaroodefault	snippy	group_6734	1.65313e-05
ST307	roarydefault	snippy	oxyR_5	0
ST307	panacota	raw	KLPN_ST307-4661	3.00581e-06
ST307	panaroo	raw	group_6935	0.000640372
ST258	panaroodefault	raw	group_3516	2.73067e-06
ST307	roarydefault	raw	pabA	7.3342e-06
ST258	roarydefault	raw	group_7606	6.4758e-06
ST258	panaroo	snippy	group_3747	2.72195e-06
ST307	panaroo	snippy	group_6826	2.31173e-05
ST307	panacota	snippy	KLPN_ST307-4684	3.73906e-06
ST307	panaroodefault	raw	group_6821	0
ST307	panaroodefault	snippy	group_6735	1.6384e-05
ST258	panacota	snippy	KLPN_ST258-17346	0.000147886
ST258	panaroodefault	snippy	group_3594	0.000666876
ST258	panaroo	raw	group_387	5.80782e-06
ST307	roarydefault	snippy	paaA	0.000347218
ST307	panacota	raw	KLPN_ST307-4662	2.41539e-05
ST258	panacota	raw	KLPN_ST258-17682	8.83269e-06
ST307	panaroo	raw	group_693	0
ST307	panaroo	snippy	group_6827	0
ST258	roarydefault	snippy	group_6665	1.94581e-06
ST307	panacota	snippy	KLPN_ST307-4685	2.17739e-06
ST307	roarydefault	raw	pabB	1.67744e-05
ST307	panaroodefault	snippy	group_6736	8.30395e-06
ST307	panaroodefault	raw	group_6822	8.59082e-06
ST258	panaroodefault	raw	group_3517	2.99937e-05
ST307	roarydefault	snippy	paaB	7.04747e-06
ST258	panaroo	snippy	group_3748	2.72413e-06
ST258	roarydefault	raw	group_7609	9.19721e-06
ST307	panaroo	raw	group_6940	0
ST307	panacota	raw	KLPN_ST307-4663	1.85553e-05
ST258	panaroodefault	snippy	group_3595	1.40306e-05
ST307	panaroo	snippy	group_6828	4.47478e-06
ST258	panacota	snippy	KLPN_ST258-17347	9.80157e-05
ST307	panacota	snippy	KLPN_ST307-4686	1.93278e-06
ST258	panaroo	raw	group_3888	5.78782e-06
ST307	panaroodefault	snippy	group_6746	0
ST258	panacota	raw	KLPN_ST258-17683	5.95664e-06
ST307	roarydefault	raw	pabC	1.78393e-05
ST307	panaroodefault	raw	group_6823	8.57303e-06
ST307	panaroo	raw	group_6941	4.83108e-06
ST258	roarydefault	snippy	group_6670	1.22684e-05
ST307	panacota	raw	KLPN_ST307-4664	2.73297e-05
ST307	roarydefault	snippy	paaC	8.0996e-06
ST307	panaroo	snippy	group_6829	1.85798e-05
ST258	panaroodefault	raw	group_3518	1.09139e-05
ST258	roarydefault	raw	group_7610	8.48638e-05
ST307	panaroodefault	snippy	group_6747	4.12535e-06
ST307	panacota	snippy	KLPN_ST307-4687	1.69139e-06
ST307	roarydefault	raw	padC	3.26179e-05
ST307	panaroo	raw	group_6942	0
